INPUT_TABLE
Variable ID
IndiaBasinselecgen

region,supplysector,subsector0,subsector1,subsector,stub.technology,year,calOutputValue,share.weight.year,subs.share.weight,tech.share.weight
India,electricity,KrishnaR,biomass,biomass (conv),biomass (conv) (dry cooling),1975,0,1975,0,0
India,electricity,IndCstE,biomass,biomass (conv),biomass (conv) (dry cooling),1975,0,1975,0,0
India,electricity,PennarR,biomass,biomass (conv),biomass (conv) (dry cooling),1975,0,1975,0,0
India,electricity,CauveryR,biomass,biomass (conv),biomass (conv) (dry cooling),1975,0,1975,0,0
India,electricity,IndCstS,biomass,biomass (conv),biomass (conv) (dry cooling),1975,0,1975,0,0
India,electricity,NarmadaR,biomass,biomass (conv),biomass (conv) (dry cooling),1975,0,1975,0,0
India,electricity,SabarmatiR,biomass,biomass (conv),biomass (conv) (dry cooling),1990,0,1990,0,0
India,electricity,GangesR,biomass,biomass (conv),biomass (conv) (dry cooling),1990,0,1990,0,0
India,electricity,MahiR,biomass,biomass (conv),biomass (conv) (dry cooling),1990,0,1990,0,0
India,electricity,TaptiR,biomass,biomass (conv),biomass (conv) (dry cooling),1990,0,1990,0,0
India,electricity,BengalW,biomass,biomass (conv),biomass (conv) (dry cooling),1990,0,1990,0,0
India,electricity,BrahmaniR,biomass,biomass (conv),biomass (conv) (dry cooling),1990,0,1990,0,0
India,electricity,MahanadiR,biomass,biomass (conv),biomass (conv) (dry cooling),1990,0,1990,0,0
India,electricity,GodavariR,biomass,biomass (conv),biomass (conv) (dry cooling),1990,0,1990,0,0
India,electricity,IndCstNE,biomass,biomass (conv),biomass (conv) (dry cooling),1990,0,1990,0,0
India,electricity,IndCstW,biomass,biomass (conv),biomass (conv) (dry cooling),1990,0,1990,0,0
India,electricity,KrishnaR,biomass,biomass (conv),biomass (conv) (dry cooling),1990,0,1990,0,0
India,electricity,IndCstE,biomass,biomass (conv),biomass (conv) (dry cooling),1990,0,1990,0,0
India,electricity,PennarR,biomass,biomass (conv),biomass (conv) (dry cooling),1990,0,1990,0,0
India,electricity,CauveryR,biomass,biomass (conv),biomass (conv) (dry cooling),1990,0,1990,0,0
India,electricity,IndCstS,biomass,biomass (conv),biomass (conv) (dry cooling),1990,0,1990,0,0
India,electricity,NarmadaR,biomass,biomass (conv),biomass (conv) (dry cooling),1990,0,1990,0,0
India,electricity,SabarmatiR,biomass,biomass (conv),biomass (conv) (dry cooling),2005,6.61E-05,2005,1,1
India,electricity,GangesR,biomass,biomass (conv),biomass (conv) (dry cooling),2005,0.000205558,2005,1,1
India,electricity,MahiR,biomass,biomass (conv),biomass (conv) (dry cooling),2005,6.61E-06,2005,1,1
India,electricity,TaptiR,biomass,biomass (conv),biomass (conv) (dry cooling),2005,1.49E-05,2005,1,1
India,electricity,BengalW,biomass,biomass (conv),biomass (conv) (dry cooling),2005,2.21E-05,2005,1,1
India,electricity,BrahmaniR,biomass,biomass (conv),biomass (conv) (dry cooling),2005,1.38E-05,2005,1,1
India,electricity,MahanadiR,biomass,biomass (conv),biomass (conv) (dry cooling),2005,3.54E-05,2005,1,1
India,electricity,GodavariR,biomass,biomass (conv),biomass (conv) (dry cooling),2005,6.98E-05,2005,1,1
India,electricity,IndCstNE,biomass,biomass (conv),biomass (conv) (dry cooling),2005,1.11E-05,2005,1,1
India,electricity,IndCstW,biomass,biomass (conv),biomass (conv) (dry cooling),2005,2.99E-05,2005,1,1
India,electricity,KrishnaR,biomass,biomass (conv),biomass (conv) (dry cooling),2005,5.93E-05,2005,1,1
India,electricity,IndCstE,biomass,biomass (conv),biomass (conv) (dry cooling),2005,1.83E-05,2005,1,1
India,electricity,PennarR,biomass,biomass (conv),biomass (conv) (dry cooling),2005,1.34E-05,2005,1,1
India,electricity,CauveryR,biomass,biomass (conv),biomass (conv) (dry cooling),2005,2.57E-05,2005,1,1
India,electricity,IndCstS,biomass,biomass (conv),biomass (conv) (dry cooling),2005,1.49E-05,2005,1,1
India,electricity,NarmadaR,biomass,biomass (conv),biomass (conv) (dry cooling),2005,1.63E-05,2005,1,1
India,electricity,SabarmatiR,biomass,biomass (conv),biomass (conv) (dry cooling),2010,0.000191302,2010,1,1
India,electricity,GangesR,biomass,biomass (conv),biomass (conv) (dry cooling),2010,0.000594816,2010,1,1
India,electricity,MahiR,biomass,biomass (conv),biomass (conv) (dry cooling),2010,1.91E-05,2010,1,1
India,electricity,TaptiR,biomass,biomass (conv),biomass (conv) (dry cooling),2010,4.33E-05,2010,1,1
India,electricity,BengalW,biomass,biomass (conv),biomass (conv) (dry cooling),2010,6.40E-05,2010,1,1
India,electricity,BrahmaniR,biomass,biomass (conv),biomass (conv) (dry cooling),2010,3.98E-05,2010,1,1
India,electricity,MahanadiR,biomass,biomass (conv),biomass (conv) (dry cooling),2010,0.00010251,2010,1,1
India,electricity,GodavariR,biomass,biomass (conv),biomass (conv) (dry cooling),2010,0.000201903,2010,1,1
India,electricity,IndCstNE,biomass,biomass (conv),biomass (conv) (dry cooling),2010,3.20E-05,2010,1,1
India,electricity,IndCstW,biomass,biomass (conv),biomass (conv) (dry cooling),2010,8.66E-05,2010,1,1
India,electricity,KrishnaR,biomass,biomass (conv),biomass (conv) (dry cooling),2010,0.000171538,2010,1,1
India,electricity,IndCstE,biomass,biomass (conv),biomass (conv) (dry cooling),2010,5.30E-05,2010,1,1
India,electricity,PennarR,biomass,biomass (conv),biomass (conv) (dry cooling),2010,3.88E-05,2010,1,1
India,electricity,CauveryR,biomass,biomass (conv),biomass (conv) (dry cooling),2010,7.42E-05,2010,1,1
India,electricity,IndCstS,biomass,biomass (conv),biomass (conv) (dry cooling),2010,4.32E-05,2010,1,1
India,electricity,NarmadaR,biomass,biomass (conv),biomass (conv) (dry cooling),2010,4.72E-05,2010,1,1
India,electricity,SabarmatiR,biomass,biomass (conv),biomass (conv) (dry cooling),2015,0.000352374,2015,1,1
India,electricity,GangesR,biomass,biomass (conv),biomass (conv) (dry cooling),2015,0.001095638,2015,1,1
India,electricity,MahiR,biomass,biomass (conv),biomass (conv) (dry cooling),2015,3.52E-05,2015,1,1
India,electricity,TaptiR,biomass,biomass (conv),biomass (conv) (dry cooling),2015,7.97E-05,2015,1,1
India,electricity,BengalW,biomass,biomass (conv),biomass (conv) (dry cooling),2015,0.00011788,2015,1,1
India,electricity,BrahmaniR,biomass,biomass (conv),biomass (conv) (dry cooling),2015,7.34E-05,2015,1,1
India,electricity,MahanadiR,biomass,biomass (conv),biomass (conv) (dry cooling),2015,0.000188821,2015,1,1
India,electricity,GodavariR,biomass,biomass (conv),biomass (conv) (dry cooling),2015,0.000371902,2015,1,1
India,electricity,IndCstNE,biomass,biomass (conv),biomass (conv) (dry cooling),2015,5.90E-05,2015,1,1
India,electricity,IndCstW,biomass,biomass (conv),biomass (conv) (dry cooling),2015,0.000159468,2015,1,1
India,electricity,KrishnaR,biomass,biomass (conv),biomass (conv) (dry cooling),2015,0.00031597,2015,1,1
India,electricity,IndCstE,biomass,biomass (conv),biomass (conv) (dry cooling),2015,9.76E-05,2015,1,1
India,electricity,PennarR,biomass,biomass (conv),biomass (conv) (dry cooling),2015,7.14E-05,2015,1,1
India,electricity,CauveryR,biomass,biomass (conv),biomass (conv) (dry cooling),2015,0.000136757,2015,1,1
India,electricity,IndCstS,biomass,biomass (conv),biomass (conv) (dry cooling),2015,7.95E-05,2015,1,1
India,electricity,NarmadaR,biomass,biomass (conv),biomass (conv) (dry cooling),2015,8.70E-05,2015,1,1
India,electricity,SabarmatiR,biomass,biomass (conv),biomass (conv) (once through),1975,0,1975,0,0
India,electricity,GangesR,biomass,biomass (conv),biomass (conv) (once through),1975,0,1975,0,0
India,electricity,MahiR,biomass,biomass (conv),biomass (conv) (once through),1975,0,1975,0,0
India,electricity,TaptiR,biomass,biomass (conv),biomass (conv) (once through),1975,0,1975,0,0
India,electricity,BengalW,biomass,biomass (conv),biomass (conv) (once through),1975,0,1975,0,0
India,electricity,BrahmaniR,biomass,biomass (conv),biomass (conv) (once through),1975,0,1975,0,0
India,electricity,MahanadiR,biomass,biomass (conv),biomass (conv) (once through),1975,0,1975,0,0
India,electricity,GodavariR,biomass,biomass (conv),biomass (conv) (once through),1975,0,1975,0,0
India,electricity,IndCstNE,biomass,biomass (conv),biomass (conv) (once through),1975,0,1975,0,0
India,electricity,IndCstW,biomass,biomass (conv),biomass (conv) (once through),1975,0,1975,0,0
India,electricity,KrishnaR,biomass,biomass (conv),biomass (conv) (once through),1975,0,1975,0,0
India,electricity,IndCstE,biomass,biomass (conv),biomass (conv) (once through),1975,0,1975,0,0
India,electricity,PennarR,biomass,biomass (conv),biomass (conv) (once through),1975,0,1975,0,0
India,electricity,CauveryR,biomass,biomass (conv),biomass (conv) (once through),1975,0,1975,0,0
India,electricity,IndCstS,biomass,biomass (conv),biomass (conv) (once through),1975,0,1975,0,0
India,electricity,NarmadaR,biomass,biomass (conv),biomass (conv) (once through),1975,0,1975,0,0
India,electricity,SabarmatiR,biomass,biomass (conv),biomass (conv) (once through),1990,0,1990,0,0
India,electricity,GangesR,biomass,biomass (conv),biomass (conv) (once through),1990,0,1990,0,0
India,electricity,MahiR,biomass,biomass (conv),biomass (conv) (once through),1990,0,1990,0,0
India,electricity,TaptiR,biomass,biomass (conv),biomass (conv) (once through),1990,0,1990,0,0
India,electricity,BengalW,biomass,biomass (conv),biomass (conv) (once through),1990,0,1990,0,0
India,electricity,BrahmaniR,biomass,biomass (conv),biomass (conv) (once through),1990,0,1990,0,0
India,electricity,MahanadiR,biomass,biomass (conv),biomass (conv) (once through),1990,0,1990,0,0
India,electricity,GodavariR,biomass,biomass (conv),biomass (conv) (once through),1990,0,1990,0,0
India,electricity,IndCstNE,biomass,biomass (conv),biomass (conv) (once through),1990,0,1990,0,0
India,electricity,IndCstW,biomass,biomass (conv),biomass (conv) (once through),1990,0,1990,0,0
India,electricity,KrishnaR,biomass,biomass (conv),biomass (conv) (once through),1990,0,1990,0,0
India,electricity,IndCstE,biomass,biomass (conv),biomass (conv) (once through),1990,0,1990,0,0
India,electricity,PennarR,biomass,biomass (conv),biomass (conv) (once through),1990,0,1990,0,0
India,electricity,CauveryR,biomass,biomass (conv),biomass (conv) (once through),1990,0,1990,0,0
India,electricity,IndCstS,biomass,biomass (conv),biomass (conv) (once through),1990,0,1990,0,0
India,electricity,NarmadaR,biomass,biomass (conv),biomass (conv) (once through),1990,0,1990,0,0
India,electricity,SabarmatiR,biomass,biomass (conv),biomass (conv) (once through),2005,0.000614418,2005,1,1
India,electricity,GangesR,biomass,biomass (conv),biomass (conv) (once through),2005,0.001910414,2005,1,1
India,electricity,MahiR,biomass,biomass (conv),biomass (conv) (once through),2005,6.14E-05,2005,1,1
India,electricity,TaptiR,biomass,biomass (conv),biomass (conv) (once through),2005,0.00013894,2005,1,1
India,electricity,BengalW,biomass,biomass (conv),biomass (conv) (once through),2005,0.000205542,2005,1,1
India,electricity,BrahmaniR,biomass,biomass (conv),biomass (conv) (once through),2005,0.000127931,2005,1,1
India,electricity,MahanadiR,biomass,biomass (conv),biomass (conv) (once through),2005,0.000329239,2005,1,1
India,electricity,GodavariR,biomass,biomass (conv),biomass (conv) (once through),2005,0.000648468,2005,1,1
India,electricity,IndCstNE,biomass,biomass (conv),biomass (conv) (once through),2005,0.000102885,2005,1,1
India,electricity,IndCstW,biomass,biomass (conv),biomass (conv) (once through),2005,0.000278058,2005,1,1
India,electricity,KrishnaR,biomass,biomass (conv),biomass (conv) (once through),2005,0.000550942,2005,1,1
India,electricity,IndCstE,biomass,biomass (conv),biomass (conv) (once through),2005,0.000170149,2005,1,1
India,electricity,PennarR,biomass,biomass (conv),biomass (conv) (once through),2005,0.000124552,2005,1,1
India,electricity,CauveryR,biomass,biomass (conv),biomass (conv) (once through),2005,0.000238456,2005,1,1
India,electricity,IndCstS,biomass,biomass (conv),biomass (conv) (once through),2005,0.000138619,2005,1,1
India,electricity,NarmadaR,biomass,biomass (conv),biomass (conv) (once through),2005,0.00015166,2005,1,1
India,electricity,SabarmatiR,biomass,biomass (conv),biomass (conv) (once through),2010,0.001777916,2010,1,1
India,electricity,GangesR,biomass,biomass (conv),biomass (conv) (once through),2010,0.005528088,2010,1,1
India,electricity,MahiR,biomass,biomass (conv),biomass (conv) (once through),2010,0.0001778,2010,1,1
India,electricity,TaptiR,biomass,biomass (conv),biomass (conv) (once through),2010,0.000402045,2010,1,1
India,electricity,BengalW,biomass,biomass (conv),biomass (conv) (once through),2010,0.000594768,2010,1,1
India,electricity,BrahmaniR,biomass,biomass (conv),biomass (conv) (once through),2010,0.000370188,2010,1,1
India,electricity,MahanadiR,biomass,biomass (conv),biomass (conv) (once through),2010,0.000952706,2010,1,1
India,electricity,GodavariR,biomass,biomass (conv),biomass (conv) (once through),2010,0.001876448,2010,1,1
India,electricity,IndCstNE,biomass,biomass (conv),biomass (conv) (once through),2010,0.000297715,2010,1,1
India,electricity,IndCstW,biomass,biomass (conv),biomass (conv) (once through),2010,0.000804605,2010,1,1
India,electricity,KrishnaR,biomass,biomass (conv),biomass (conv) (once through),2010,0.001594239,2010,1,1
India,electricity,IndCstE,biomass,biomass (conv),biomass (conv) (once through),2010,0.000492352,2010,1,1
India,electricity,PennarR,biomass,biomass (conv),biomass (conv) (once through),2010,0.00036041,2010,1,1
India,electricity,CauveryR,biomass,biomass (conv),biomass (conv) (once through),2010,0.000690012,2010,1,1
India,electricity,IndCstS,biomass,biomass (conv),biomass (conv) (once through),2010,0.000401116,2010,1,1
India,electricity,NarmadaR,biomass,biomass (conv),biomass (conv) (once through),2010,0.000438852,2010,1,1
India,electricity,SabarmatiR,biomass,biomass (conv),biomass (conv) (once through),2015,0.003274884,2015,1,1
India,electricity,GangesR,biomass,biomass (conv),biomass (conv) (once through),2015,0.010182621,2015,1,1
India,electricity,MahiR,biomass,biomass (conv),biomass (conv) (once through),2015,0.000327504,2015,1,1
India,electricity,TaptiR,biomass,biomass (conv),biomass (conv) (once through),2015,0.000740558,2015,1,1
India,electricity,BengalW,biomass,biomass (conv),biomass (conv) (once through),2015,0.001095551,2015,1,1
India,electricity,BrahmaniR,biomass,biomass (conv),biomass (conv) (once through),2015,0.000681879,2015,1,1
India,electricity,MahanadiR,biomass,biomass (conv),biomass (conv) (once through),2015,0.001754864,2015,1,1
India,electricity,GodavariR,biomass,biomass (conv),biomass (conv) (once through),2015,0.003456377,2015,1,1
India,electricity,IndCstNE,biomass,biomass (conv),biomass (conv) (once through),2015,0.000548384,2015,1,1
India,electricity,IndCstW,biomass,biomass (conv),biomass (conv) (once through),2015,0.001482066,2015,1,1
India,electricity,KrishnaR,biomass,biomass (conv),biomass (conv) (once through),2015,0.002936554,2015,1,1
India,electricity,IndCstE,biomass,biomass (conv),biomass (conv) (once through),2015,0.000906902,2015,1,1
India,electricity,PennarR,biomass,biomass (conv),biomass (conv) (once through),2015,0.000663868,2015,1,1
India,electricity,CauveryR,biomass,biomass (conv),biomass (conv) (once through),2015,0.001270987,2015,1,1
India,electricity,IndCstS,biomass,biomass (conv),biomass (conv) (once through),2015,0.000738847,2015,1,1
India,electricity,NarmadaR,biomass,biomass (conv),biomass (conv) (once through),2015,0.000808356,2015,1,1
India,electricity,SabarmatiR,biomass,biomass (conv),biomass (conv) (seawater),1975,0,1975,0,0
India,electricity,GangesR,biomass,biomass (conv),biomass (conv) (seawater),1975,0,1975,0,0
India,electricity,MahiR,biomass,biomass (conv),biomass (conv) (seawater),1975,0,1975,0,0
India,electricity,TaptiR,biomass,biomass (conv),biomass (conv) (seawater),1975,0,1975,0,0
India,electricity,BengalW,biomass,biomass (conv),biomass (conv) (seawater),1975,0,1975,0,0
India,electricity,BrahmaniR,biomass,biomass (conv),biomass (conv) (seawater),1975,0,1975,0,0
India,electricity,MahanadiR,biomass,biomass (conv),biomass (conv) (seawater),1975,0,1975,0,0
India,electricity,GodavariR,biomass,biomass (conv),biomass (conv) (seawater),1975,0,1975,0,0
India,electricity,IndCstNE,biomass,biomass (conv),biomass (conv) (seawater),1975,0,1975,0,0
India,electricity,IndCstW,biomass,biomass (conv),biomass (conv) (seawater),1975,0,1975,0,0
India,electricity,KrishnaR,biomass,biomass (conv),biomass (conv) (seawater),1975,0,1975,0,0
India,electricity,IndCstE,biomass,biomass (conv),biomass (conv) (seawater),1975,0,1975,0,0
India,electricity,PennarR,biomass,biomass (conv),biomass (conv) (seawater),1975,0,1975,0,0
India,electricity,CauveryR,biomass,biomass (conv),biomass (conv) (seawater),1975,0,1975,0,0
India,electricity,IndCstS,biomass,biomass (conv),biomass (conv) (seawater),1975,0,1975,0,0
India,electricity,NarmadaR,biomass,biomass (conv),biomass (conv) (seawater),1975,0,1975,0,0
India,electricity,SabarmatiR,biomass,biomass (conv),biomass (conv) (seawater),1990,0,1990,0,0
India,electricity,GangesR,biomass,biomass (conv),biomass (conv) (seawater),1990,0,1990,0,0
India,electricity,MahiR,biomass,biomass (conv),biomass (conv) (seawater),1990,0,1990,0,0
India,electricity,TaptiR,biomass,biomass (conv),biomass (conv) (seawater),1990,0,1990,0,0
India,electricity,BengalW,biomass,biomass (conv),biomass (conv) (seawater),1990,0,1990,0,0
India,electricity,BrahmaniR,biomass,biomass (conv),biomass (conv) (seawater),1990,0,1990,0,0
India,electricity,MahanadiR,biomass,biomass (conv),biomass (conv) (seawater),1990,0,1990,0,0
India,electricity,GodavariR,biomass,biomass (conv),biomass (conv) (seawater),1990,0,1990,0,0
India,electricity,IndCstNE,biomass,biomass (conv),biomass (conv) (seawater),1990,0,1990,0,0
India,electricity,IndCstW,biomass,biomass (conv),biomass (conv) (seawater),1990,0,1990,0,0
India,electricity,KrishnaR,biomass,biomass (conv),biomass (conv) (seawater),1990,0,1990,0,0
India,electricity,IndCstE,biomass,biomass (conv),biomass (conv) (seawater),1990,0,1990,0,0
India,electricity,PennarR,biomass,biomass (conv),biomass (conv) (seawater),1990,0,1990,0,0
India,electricity,CauveryR,biomass,biomass (conv),biomass (conv) (seawater),1990,0,1990,0,0
India,electricity,IndCstS,biomass,biomass (conv),biomass (conv) (seawater),1990,0,1990,0,0
India,electricity,NarmadaR,biomass,biomass (conv),biomass (conv) (seawater),1990,0,1990,0,0
India,electricity,SabarmatiR,biomass,biomass (conv),biomass (conv) (seawater),2005,0.000263322,2005,1,1
India,electricity,GangesR,biomass,biomass (conv),biomass (conv) (seawater),2005,0.000818749,2005,1,1
India,electricity,MahiR,biomass,biomass (conv),biomass (conv) (seawater),2005,2.63E-05,2005,1,1
India,electricity,TaptiR,biomass,biomass (conv),biomass (conv) (seawater),2005,5.95E-05,2005,1,1
India,electricity,BengalW,biomass,biomass (conv),biomass (conv) (seawater),2005,8.81E-05,2005,1,1
India,electricity,BrahmaniR,biomass,biomass (conv),biomass (conv) (seawater),2005,5.48E-05,2005,1,1
